image_path,label,brand,model,year,filename,L_real_m,W_real_m,H_real_m,WB_real_m,Noise_Level_dB
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817470658.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817470658.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817480716.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817480716.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817483725.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817483725.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817488857.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817488857.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817492699.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817492699.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817493784.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817493784.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817496093.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817496093.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817497214.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817497214.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817498391.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817498391.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817499350.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817499350.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817502580.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817502580.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817503479.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817503479.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817508495.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817508495.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817509449.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817509449.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817511338.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817511338.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817512165.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817512165.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817514698.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817514698.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817515565.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817515565.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817516478.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817516478.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817518473.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817518473.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817519627.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817519627.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817521628.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817521628.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817524406.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817524406.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817527971.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817527971.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817529622.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817529622.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817530716.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817530716.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817531563.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817531563.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817536654.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817536654.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817539291.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817539291.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817541071.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817541071.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817541935.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817541935.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817542996.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817542996.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817547417.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817547417.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817548424.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817548424.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817549457.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817549457.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817552849.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817552849.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817555640.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817555640.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817565974.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817565974.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817569400.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817569400.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817570228.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817570228.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\328i_2013\Stock\BMW_328i_Stock_1763817573449.jpeg,Stock,BMW,328i,2013,BMW_328i_Stock_1763817573449.jpeg,4.5,1.8,1.4,2.7,77.7
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817970637.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817970637.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817972498.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817972498.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817975556.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817975556.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817976428.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817976428.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817984107.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817984107.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817985494.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817985494.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817987798.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817987798.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817988758.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817988758.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817990438.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817990438.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817994634.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817994634.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817995640.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817995640.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817996369.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817996369.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817998194.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817998194.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817999072.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817999072.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763817999803.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763817999803.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818000550.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818000550.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818001379.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818001379.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818003146.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818003146.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818006833.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818006833.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818007731.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818007731.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818008419.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818008419.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818010255.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818010255.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818018421.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818018421.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818019245.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818019245.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818020132.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818020132.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818020926.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818020926.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818021699.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818021699.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818026596.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818026596.jpeg,4.5,1.8,1.4,2.7,78.9
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\340iM_sport_2016\Stock\BMW_340iM_sport_2016_Stock_1763818027542.jpeg,Stock,BMW,340iM_sport,2016,BMW_340iM_sport_2016_Stock_1763818027542.jpeg,4.5,1.8,1.4,2.7,78.9
